time_myr,M_sw_mol,delta_sw_permil,f_silicate,f_carbonate,flux_multiplier,delta_river_permil
0.02004008016032064,7.3e+19,1.4363279206453021,0.9993319973279893,0.0006680026720107257,1.0,0.09893119572478284
0.030060120240480964,7.3e+19,1.4366337686891337,0.998997995991984,0.0010020040080159776,1.0,0.09839679358717444
0.04008016032064128,7.3e+19,1.4369389711139122,0.9986639946559787,0.0013360053440213404,1.0,0.09786239144956586
0.05010020040080161,7.3e+19,1.4372435284158118,0.9983299933199733,0.0016700066800267033,1.0,0.09732798931195728
0.06012024048096193,7.3e+19,1.4375474410906193,0.9979959919839679,0.002004008016032066,1.0,0.0967935871743487
0.07014028056112225,7.3e+19,1.4378507096335926,0.9976619906479626,0.002338009352037429,1.0,0.09625918503674012
0.08016032064128256,7.3e+19,1.438153334539614,0.9973279893119572,0.002672010688042792,1.0,0.09572478289913154
0.09018036072144289,7.3e+19,1.4384553163031912,0.996993987975952,0.0030060120240480437,1.0,0.09519038076152314
0.10020040080160322,7.3e+19,1.4387566554184577,0.9966599866399466,0.0033400133600534065,1.0,0.09465597862391456
0.11022044088176353,7.3e+19,1.4390573523791719,0.9963259853039412,0.0036740146960587694,1.0,0.09412157648630598
0.12024048096192386,7.3e+19,1.4393574076787181,0.9959919839679359,0.004008016032064132,1.0,0.0935871743486974
0.1302605210420842,7.3e+19,1.4396568218101053,0.9956579826319305,0.004342017368069495,1.0,0.09305277221108882
0.1402805611222445,7.3e+19,1.4399555952659688,0.9953239812959251,0.004676018704074858,1.0,0.09251837007348024
0.15030060120240482,7.3e+19,1.4402537285385686,0.9949899799599199,0.00501002004008011,1.0,0.09198396793587182
0.16032064128256512,7.3e+19,1.4405512221197905,0.9946559786239145,0.005344021376085473,1.0,0.09144956579826324
0.17034068136272545,7.3e+19,1.4408480765011453,0.9943219772879092,0.0056780227120908355,1.0,0.09091516366065466
0.18036072144288579,7.3e+19,1.4411442921737696,0.9939879759519038,0.006012024048096198,1.0,0.09038076152304608
0.1903807615230461,7.3e+19,1.4414398696284252,0.9936539746158984,0.006346025384101561,1.0,0.0898463593854375
0.20040080160320645,7.3e+19,1.4417348093554991,0.9933199732798931,0.006680026720106924,1.0,0.08931195724782892
0.21042084168336675,7.3e+19,1.4420291118450046,0.9929859719438878,0.007014028056112176,1.0,0.08877755511022052
0.22044088176352705,7.3e+19,1.442322777586579,0.9926519706078825,0.007348029392117539,1.0,0.08824315297261194
0.23046092184368738,7.3e+19,1.4426158070694863,0.9923179692718771,0.007682030728122902,1.0,0.08770875083500336
0.2404809619238477,7.3e+19,1.442908200782615,0.9919839679358717,0.008016032064128265,1.0,0.08717434869739478
0.250501002004008,7.3e+19,1.4431999592144795,0.9916499665998664,0.008350033400133627,1.0,0.0866399465597862
0.2605210420841684,7.3e+19,1.4434910828532195,0.991315965263861,0.00868403473613899,1.0,0.08610554442217762
0.27054108216432865,7.3e+19,1.4437815721865999,0.9909819639278558,0.009018036072144242,1.0,0.08557114228456922
0.280561122244489,7.3e+19,1.444071427702011,0.9906479625918504,0.009352037408149605,1.0,0.08503674014696064
0.29058116232464926,7.3e+19,1.4443606498864692,0.990313961255845,0.009686038744154968,1.0,0.08450233800935206
0.30060120240480964,7.3e+19,1.444649239226615,0.9899799599198397,0.01002004008016033,1.0,0.08396793587174348
0.31062124248497,7.3e+19,1.4449371962087156,0.9896459585838343,0.010354041416165694,1.0,0.0834335337341349
0.32064128256513025,7.3e+19,1.4452245213186632,0.9893119572478289,0.010688042752171056,1.0,0.08289913159652632
0.3306613226452906,7.3e+19,1.4455112150419747,0.9889779559118237,0.011022044088176308,1.0,0.08236472945891792
0.3406813627254509,7.3e+19,1.445797277863793,0.9886439545758183,0.011356045424181671,1.0,0.08183032732130933
0.35070140280561124,7.3e+19,1.4460827102688867,0.988309953239813,0.011690046760187034,1.0,0.08129592518370075
0.36072144288577157,7.3e+19,1.4463675127416493,0.9879759519038076,0.012024048096192397,1.0,0.08076152304609217
0.3707414829659319,7.3e+19,1.4466516857661,0.9876419505678022,0.01235804943219776,1.0,0.08022712090848359
0.3807615230460922,7.3e+19,1.4469352298258829,0.9873079492317969,0.012692050768203123,1.0,0.07969271877087501
0.3907815631262525,7.3e+19,1.447218145404268,0.9869739478957916,0.013026052104208374,1.0,0.07915831663326661
0.4008016032064129,7.3e+19,1.447500432984151,0.9866399465597863,0.013360053440213737,1.0,0.07862391449565803
0.41082164328657317,7.3e+19,1.4477820987524628,0.9863059452237809,0.0136940547762191,1.0,0.07808951235804945
0.4208416833667335,7.3e+19,1.4480632108662281,0.9859719438877755,0.014028056112224463,1.0,0.07755511022044087
0.4308617234468938,7.3e+19,1.4483437875756564,0.9856379425517702,0.014362057448229826,1.0,0.07702070808283229
0.4408817635270541,7.3e+19,1.4486238269944403,0.9853039412157649,0.014696058784235078,1.0,0.07648630594522388
0.45090180360721444,7.3e+19,1.4489033272566159,0.9849699398797596,0.01503006012024044,1.0,0.0759519038076153
0.46092184368737477,7.3e+19,1.449182286516562,0.9846359385437542,0.015364061456245803,1.0,0.07541750167000671
0.4709418837675351,7.3e+19,1.4494607029490005,0.9843019372077488,0.015698062792251166,1.0,0.07488309953239813
0.4809619238476954,7.3e+19,1.4497385747489966,0.9839679358717435,0.01603206412825653,1.0,0.07434869739478955
0.4909819639278557,7.3e+19,1.4500159001319586,0.9836339345357381,0.016366065464261892,1.0,0.07381429525718097
0.501002004008016,7.3e+19,1.4502926773336378,0.9832999331997327,0.016700066800267255,1.0,0.07327989311957239
0.5110220440881764,7.3e+19,1.4505689046101282,0.9829659318637275,0.017034068136272507,1.0,0.07274549098196399
0.5210420841683367,7.3e+19,1.4508445802378676,0.9826319305277221,0.01736806947227787,1.0,0.07221108884435541
0.531062124248497,7.3e+19,1.4511197025136364,0.9822979291917168,0.017702070808283232,1.0,0.07167668670674683
0.5410821643286573,7.3e+19,1.4513942697545583,0.9819639278557114,0.018036072144288595,1.0,0.07114228456913825
0.5511022044088177,7.3e+19,1.4516682802981,0.981629926519706,0.018370073480293958,1.0,0.07060788243152967
0.561122244488978,7.3e+19,1.4519417325020711,0.9812959251837008,0.01870407481629921,1.0,0.07007348029392127
0.5711422845691383,7.3e+19,1.4522146247446248,0.9809619238476954,0.019038076152304573,1.0,0.06953907815631269
0.5811623246492985,7.3e+19,1.452486955424257,0.9806279225116901,0.019372077488309936,1.0,0.06900467601870411
0.591182364729459,7.3e+19,1.4527587229598067,0.9802939211756847,0.0197060788243153,1.0,0.06847027388109553
0.6012024048096193,7.3e+19,1.4530299257904558,0.9799599198396793,0.02004008016032066,1.0,0.06793587174348695
0.6112224448897795,7.3e+19,1.45330056237573,0.979625918503674,0.020374081496326024,1.0,0.06740146960587837
0.62124248496994,7.3e+19,1.4535706311954972,0.9792919171676687,0.020708082832331276,1.0,0.06686706746826997
0.6312625250501002,7.3e+19,1.453840130749969,0.9789579158316634,0.02104208416833664,1.0,0.06633266533066139
0.6412825651302605,7.3e+19,1.4541090595597,0.978623914495658,0.021376085504342,1.0,0.0657982631930528
0.6513026052104209,7.3e+19,1.4543774161655876,0.9782899131596526,0.021710086840347365,1.0,0.06526386105544423
0.6613226452905812,7.3e+19,1.4546451991288725,0.9779559118236473,0.022044088176352727,1.0,0.06472945891783564
0.6713426853707415,7.3e+19,1.4549124070311383,0.9776219104876419,0.02237808951235809,1.0,0.06419505678022706
0.6813627254509018,7.3e+19,1.4551790384743124,0.9772879091516367,0.022712090848363342,1.0,0.06366065464261866
