f_assimilator,delta15N_mean,delta15N_ci68_lower,delta15N_ci68_upper,delta15N_ci95_lower,delta15N_ci95_upper
0.7474747474747475,4.5301591344437195,3.4854706468100947,5.597960649328272,2.730329868893381,6.32184696622138
0.7575757575757577,4.395422135693117,3.3246720694053167,5.4624591124128345,2.5874623763176423,6.19941868625891
0.7676767676767677,4.244705352947557,3.1960796081244207,5.25825753768624,2.496199707020091,6.047806870098856
0.7777777777777778,4.095577608904737,3.0655688740691147,5.133028134716314,2.3506177640393986,5.832109715760048
0.787878787878788,3.957250170398531,2.8950447633571135,5.022974491884409,2.2324502718157677,5.6865619670376795
0.797979797979798,3.778379360182333,2.7375252120627596,4.838641446363886,2.0500214309001716,5.487969978748612
0.8080808080808082,3.6465654786236015,2.6236119556729123,4.6524172872658625,1.9457822068335093,5.339039456400972
0.8181818181818182,3.46531509926233,2.4444040709116948,4.494604415119475,1.7631045882450116,5.151223650689052
0.8282828282828284,3.282082220726119,2.240649424950181,4.3022623752570786,1.6340571921376692,4.979090162055362
0.8383838383838385,3.108359290019391,2.091453231730702,4.122986856942895,1.419474940927975,4.755027671966908
0.8484848484848485,2.902540537804157,1.8995809846190157,3.9041138148137238,1.3119156617456076,4.534872473597357
0.8585858585858587,2.721980445119799,1.7212873392456018,3.726627089537386,1.1194644888818337,4.323425808522219
0.8686868686868687,2.5604396477248774,1.521023983689808,3.5844099143035626,0.9303592934842118,4.135491855264748
0.8787878787878789,2.3741572029693967,1.342879666157528,3.3737151514523207,0.7736459849443316,3.9179908350410533
0.888888888888889,2.1242847288670554,1.0977562224570403,3.141313737704727,0.5865814165145572,3.6883567189264954
0.8989898989898991,1.9255917858195895,0.9011518947682049,2.9363528585540033,0.3836364852461886,3.446633281819607
0.9090909090909092,1.7045157163731293,0.6998032109677033,2.720465357392372,0.1892790537074573,3.2395904456690903
0.9191919191919192,1.5039988767819856,0.47133068730829,2.5084159292382338,-0.012246306502932907,2.9648760478373615
0.9292929292929294,1.2658816338267271,0.24193393788053164,2.2955230699572993,-0.2353886888644232,2.724799166929293
0.9393939393939394,1.0088159460317054,-0.01820683825653349,2.052667261280007,-0.45990939681225096,2.4988590116333023
0.9494949494949496,0.8016903247103127,-0.23148538014065076,1.8424835332782905,-0.6789547635274266,2.244473681677445
0.9595959595959597,0.5096165129943893,-0.5110064255981449,1.5227336805528673,-0.9197574340787452,1.9592133946457915
0.9696969696969697,0.2827443911110373,-0.7425553304473806,1.3037511288096313,-1.150713312526486,1.7112456392747715
0.9797979797979799,0.02188536175044732,-1.002987750177201,1.0339498552620474,-1.4015958966294984,1.4423870572924158
0.98989898989899,-0.22627529786442083,-1.2359946861289033,0.7986587996428703,-1.6551665101600057,1.19658553696854
1.0,-0.5141780020320937,-1.550896659198752,0.507134799543934,-1.9303552765705903,0.9299017738498898
